tcode,description,module,status,replacement,replacement_type,sap_reference,delta_note,review_status,source_item,source_page
WAO_QM13WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
WAO_QPQA32,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
WAO_QPQM10,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
WAO_QPQM13,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
WB24,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","For the trading contract document overview, WBRR takes over from WB24. The successor runs report RWB2BREL for follow-on document processing, per the item's mapping table.",reviewed,6.6.2,376
WB24N,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","No need to retire this one. WB24N is the named successor for WB25_COMP mass processing, captured here from the successor column, and remains current.",reviewed,6.6.2,376
WB25,,FI-GRC,deleted,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","The old trading contract overview UI goes, and the 2025 successor table names nothing in its place. WB25 simply ends in S/4HANA.",reviewed,6.6.2,376
WB25_COMP,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Mass processing of trading contracts moves to WB24N, which handles release and status updates as the named successor to WB25_COMP.",reviewed,6.6.2,376
WB2B,,FI-GRC,deleted,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Trading contract processing on the old data model is removed, and the 2025 table names no successor for WB2B. GTM itself continues on the rebuilt WBHF and WBIT structures.",reviewed,6.6.2,376
WB2B_CREATE_TC_U,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","The full code here is WB2B_CREATE_TC_USER, truncated at a PDF line wrap. Creating web users for trading contracts is obsolete in S/4HANA, with no successor named.",reviewed,6.6.2,376
WB2B_NETUS,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",Truncated from WB2B_NETUSER in the source PDF. The web user transaction is obsolete and has no successor in S/4HANA.,reviewed,6.6.2,376
WB2DI1,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Differential invoicing in GTM is gone, and WB2DI1 with it. The capability transferred to Commodity Management in ERP EHP7, so that is where the process runs now.",reviewed,6.6.2,376
WB2DI2,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Retired as part of GTM differential invoicing. If you still use WB2DI2, plan on Commodity Management's differential invoicing, which has covered this since ERP EHP7.",reviewed,6.6.2,376
WB2DI3,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","GTM's differential invoicing transactions end in S/4HANA, WB2DI3 included. Commodity Management took the capability over back in ERP EHP7.",reviewed,6.6.2,376
WB2DI4,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","The last of the GTM differential invoicing codes in this set. Like the others, WB2DI4 is removed, with Commodity Management carrying differential invoicing since ERP EHP7.",reviewed,6.6.2,376
WB31,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Listed obsolete with no successor transaction. WB31 ran the trading contract financial documents report, which ends as GTM moves to the simplified data model.",reviewed,6.6.2,376
WBL1,,SD,replaced,WBLRN,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WBRR,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",This is the successor side of the mapping. WBRR takes over follow-on document processing from WB24 and remains a current transaction in S/4HANA.,reviewed,6.6.2,376
WCMP_MASS,,SD,deleted,,none,"S4TWL - SD Complaint Handling (S4TWL item 11.1.10, SAP Note 2267398)",,pending,11.1.10,1010
WCMP_PROCESSING,,SD,deleted,,none,"S4TWL - SD Complaint Handling (S4TWL item 11.1.10, SAP Note 2267398)",,pending,11.1.10,1010
WCMP_RESULT,,SD,deleted,,none,"S4TWL - SD Complaint Handling (S4TWL item 11.1.10, SAP Note 2267398)",,pending,11.1.10,1010
WCU1,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WCUM,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WLFB,,SD,replaced,WLI2,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFC,,SD,replaced,WLI2,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFD,,SD,replaced,WLI2,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFE,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFG,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFH,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLFO,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLI2,,SD,replaced,,none,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WLR1,,SD,replaced,WLFSLRL,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
WPC1,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPC2,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPC3,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPC4,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPC5,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPCC,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPCI,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WPCJ,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WW10,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WW20,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WW30,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWCD,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWM1,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWM2,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWM3,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWM4,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
WWM5,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
XD01,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XD02,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XD03,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XD05,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XD06,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XD07,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK01,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK02,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK03,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK05,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK06,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XK07,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
XLOC,,IND-Automotive,deleted,,none,"S4TWL - Cross-System Transit between Two Plants (S4TWL item 13.2.3, SAP Note 2270358)",,pending,13.2.3,1049
XLOR,,IND-Automotive,deleted,,none,"S4TWL - Cross-System Transit between Two Plants (S4TWL item 13.2.3, SAP Note 2270358)",,pending,13.2.3,1049
XLOS,,IND-Automotive,deleted,,none,"S4TWL - Cross-System Transit between Two Plants (S4TWL item 13.2.3, SAP Note 2270358)",,pending,13.2.3,1049
FBL1N,,FI-AP,changed,Manage Vendor Line Items (Fiori app),fiori_app,,"Your day-to-day vendor line item list keeps working after conversion, but SAP's direction is the Manage Vendor Line Items app. The app swaps the classic selection screen for filter bars and builds in actions like blocking and paying, and your saved FBL1N layouts will not come across, so plan to rebuild them.",reviewed,,
FBL3N,,FI-GL,changed,Manage G/L Account Line Items (Fiori app),fiori_app,,"You can keep running FBL3N, though SAP treats the Manage G/L Account Line Items app as the way forward. It reads the Universal Journal directly, and you filter your way to line items with drill-through to journal entries rather than working through the classic list variants.",reviewed,,
FBL5N,,FI-AR,changed,Manage Customer Line Items (Fiori app),fiori_app,,"Customer line items still open the way you are used to, but the Manage Customer Line Items app is where SAP is heading, with dispute, correspondence and payment actions built into the list. Your saved layouts and any user exits around the classic list need checking again after conversion.",reviewed,,
FB60,,FI-AP,changed,,none,,"Nothing changes in how FB60 posts, and no simplification item removes it. If you move to the Create Supplier Invoice apps you gain built-in duplicate checks and attachment handling, but you can stay in the GUI transaction for now.",reviewed,,
FB70,,FI-AR,changed,,none,,"FB70 carries on in S/4HANA exactly as before. SAP's preferred front end for customer invoices is the Create Outgoing Invoices app, which sits on the same posting core, so switching is about screens rather than accounting.",reviewed,,
F110,,FI-AP,changed,Manage Automatic Payments (Fiori app),fiori_app,,"Your payment run is safe. F110 keeps the same engine in S/4HANA, and the Manage Automatic Payments app simply gives you a guided run monitor and easier exception handling on top of it.",reviewed,,
FS10N,,FI-GL,changed,,none,,"Balances in FS10N now come through compatibility views rather than the old totals tables, so figures and performance can behave slightly differently. SAP steers you towards the Display G/L Account Balances and Trial Balance apps, which read the Universal Journal natively.",reviewed,,
FK10N,,FI-AP,changed,,none,,"You can still check supplier balances in FK10N, with the numbers now coming from the Universal Journal instead of index tables. The Display Supplier Balances app is the designated successor and lets you drill straight down to line items and journal entries.",reviewed,,
FD10N,,FI-AR,changed,,none,,"Customer balances keep opening in FD10N under compatibility scope, and no removal item applies to the transaction. SAP's go-forward screen is the Display Customer Balances app, which reads the Universal Journal and drills through to receivables line items.",reviewed,,
KE30,,CO-PA,changed,,none,,"KE30 reports still run against costing-based CO-PA, but SAP's strategic answer for profitability is Margin Analysis in the Universal Journal. Your Report Painter reports on the CE1 to CE4 tables do not translate one to one, so expect the reporting layer to be rebuilt rather than migrated.",reviewed,,
KE24,,CO-PA,changed,,none,,"Line items for costing-based CO-PA stay visible in KE24. Account-based figures live in the Universal Journal and surface through journal entry and margin apps instead, so if you run both you will be reporting in two places.",reviewed,,
MIRO,,MM-IV,changed,,none,,"Invoice verification stays in MIRO, which no simplification item touches. The Create Supplier Invoice app is SAP's strategic front end over the same core, so treat the app as an option rather than a deadline.",reviewed,,
ME21N,,MM-PUR,changed,,none,,"You keep creating purchase orders in ME21N as before. The visible change is at the edges, where output for new documents shifts from NAST messages towards BRF+ based output, and the Manage Purchase Orders apps are the target experience.",reviewed,,
MB51,,MM-IM,changed,,none,,"MB51 still lists your material documents, now reading them from the MATDOC table. Re-check any custom layouts or queries built on the old MKPF and MSEG model, and note the Material Documents Overview app is the strategic successor.",reviewed,,
